time,text
02:11:45-02:12:00,วิชาชีพไม่เคยถูกพักใช้ใบอนุญาตเว้นแต่พ้นจากกำหนดเวลาพักใบอนุญาตมาแล้วไม่น้อยกว่า 2 ปีอันนี้จะเอาไม่น้อยกว่า 2 ปีไหมจริงเรื่องใบประกอบมันอยู่ใน 5 วงเล็บ 1 อยู่แล้วครับอาจารย์ 5 อ๋อมีข้อ 5 เดี๋ยวก่อน
02:12:00-02:12:15,อ่างั้นโอเคงั้นก็งั้นก็ข้อสามข้อสี่เราจะตัดไหมคะพี่ไม่ใช่ค่ะพี่เสนอข้อห้าวงเล็บสี่อ่าข้อห้าวงเล็บสี่ใช่ค่ะข้อวงเล็บสี่ตัดค่ะแต่กำลังจะถามเรื่องวงเล็บสามว่าจะตัดด้วย
02:12:15-02:12:30,ไหมค่ะพี่ค่ะคือคือวงเล็บสามอ่าพี่ว่าสิ่งที่พี่กิติอธิบายมันรับฟังได้นะพี่คิดว่าเอ่อถ้าเกิดสมมุติว่ามันไม่ได้สัมพันธ์กับการใช้ทุนแล้วอะค่ะจะจะตัดคำว่าไม่น้อยกว่าสองปีก็ได้ก็คือว่าวุฒิบัตรเนี่ยก็คือ
02:12:30-02:12:45,ให้น้องเริ่มต้นเลยอะไรอย่างเงี้ยค่ะแล้วก็เรียนเยอะก็ก็น่าจะได้คือพี่ไม่ซีเรียสอ่าตรงตรงไม่น้อยกว่าสองปีอะค่ะโดยเฉพาะอย่างอาจารย์อาจารย์ชนลพัฒน์กังวลว่าพอน้องเจอคำว่าไม่น้อยกว่าสองปีเนี่ยน้องที่อยากเรียนตั้งแต่
02:12:45-02:13:00,ใหม่เลยก็อาจจะไม่กล้าลงใช่ไหมค่ะเขากังวลตัดไหมข้อวงเล็บสามอ่ะวงเล็บสามตัดไหมคะอาจารย์ตัดนะคะโอเคค่ะถ้าเราไม่ติดอ่าเธอได้เปิดกว้างค่ะตัดได้ถึงห้าหกด้วยซ้ำไป
02:13:00-02:13:15,คือคือผมว่าคือผมว่าการที่เขาจะฝึกความเชี่ยวชาญเนี่ยมันไม่เกี่ยวกับถูกพักใช้ไม่ถูกเคยถูกพักใช้แต่อยากเชี่ยวชาญก็น่าจะให้โอกาสเขาอ่ะเนอะขอเพียงแค่คุณเป็นผู้ประกอบวิชาชีพจริงแค่นั้นแหละ
02:13:15-02:13:30,ประเด็นเรื่องจัญญบันไงอย่างนี้ก็เราก็ตัดทิ้งไป
02:13:30-02:13:45,งั้นเดี๋ยวนะคะ 5 เนี่ยมันจะเอาวงเล็บ 1 วงเล็บ 2 ไว้นะคะ 1 กับ 2 เอาไว้ 3 4 ตัดข้อวงเล็บ 5 จะตัดไหมคะไม่เคยถูกพักใช้ใบอนุญาตไม่เคยถูกเพิกถอนใบอนุญาต
02:13:45-02:14:00,งั้นห้ากับหกก็ตัดนะคะเพราะฉะนั้นก็จะเหลือแค่ห้าวงเล็บหนึ่งกับวงเล็บสองนะคะโอเคค่ะข้ออื่นล่ะคะทุกท่านอาจารย์ท่านประธานค่ะพี่พี่มีอีกข้อหนึ่ง
02:14:00-02:14:15,ก็คือพี่อันนี้เป็นแนวทางปฏิบัติอยากเรียนปรึกษาค่ะข้อสิบสามค่ะสมาชิกกิติมฝักซึ่งอันนี้ก็จะตรงกับข้อบังคับราชวิรัยในข้อสิบเอ็ดอยู่แล้วก็คือว่าวงเล็บสาม
02:14:15-02:14:30,สมาชิกกิติมศักดิ์ได้แก่ผู้ทรงคุณวุฒิที่คณะกรรมการราชวิทยาลัยพิจารณาเชิญให้เป็นสมาชิกกิติมศักดิ์โดยความเห็นชอบของคณะกรรมการสภาเพศรัชกรรมนะคะก็คือในแนวทางปฏิบัติของทุกวิทยาลัย
02:14:30-02:14:45,พี่คิดว่าเรามีสมาชิกกิจนิมศักดิ์อยู่แต่เดิมเนี่ยค่ะตอนนี้ในแนวทางปฏิบัติเนี่ยแล้วถ้าก็คือว่าเมื่อกติกามันเขียนไว้อย่างเงี้ยค่ะในแนวทางปฏิบัติเนี่ยเราจะต้องทำอย่างไรสำหรับอย่างเช่นวิทยาลัย
02:14:45-02:15:00,คุ้มครองผู้ที่พวกเราก็มีสมาชิกกิติมศักดิ์อยู่จำนวนนึงอะค่ะก็เลยไม่แน่ใจว่าท่านเหล่านี้เราจะทำยังไงกับเขาเพราะว่าถ้าจะต้องมาเสนอยังไงราชวิรัยไหมหรืออยู่ดีปลดเขาไปเลย
02:15:00-02:15:15,อะไรอย่างเงี้ยค่ะอันนี้คือคือตามตามข้อบังคับนี้คือแต่เดิมมีอะไรอยู่แล้วก็เป็นอย่างงั้นตามข้อบังคับนี้ไปเลยไม่ต้องมาทำอะไรคือเคยเป็นสมาชิกกิติมศักดิ์แล้วพอเข้าข้อนี้ก็คือยังเป็นสมาชิกกิติมศักดิ์อยู่
02:15:15-02:15:30,เหมือนเดิมข้อนี้น่าจะโพสต์เสร็จแบบนี้ค่ะก็คือสมาชิกกิติมศักดิ์ของแต่ละวิรัยอ่ะเอาเข้ามาในกรรมการราชวิรัยแล้วก็แอปพลูไปเลยค่ะที่น่าจะเป็นแบบนั้นดีไหมคะ
02:15:30-02:15:45,ค่ะน่าจะต้องมาเสนอใช่ไหมคะใช่ใช่ค่ะนี่ว่าเอามารีไว้เพื่อให้เรามีอยู่ในทะเบียนก็จะดีค่ะเป็นภาพรวมเรียนอาจารย์วันนาครับตัวข้อบังคับว่าด้วยราชวิไลครับข้อสามสิบห้าเรา
02:15:45-02:16:00,เราเปิดไว้แล้วว่าสมาชิกกิตติมศักดิ์ของทุกวอลตามข้อบังคับเดิมเนี่ยให้เป็นสมาชิกกิตติมศักดิ์ตามข้อบังคับนี้เลยอาจจะเรียนทุกวอลให้รายชื่อรวบรวมรายชื่อมาเสนอที่ประชุมจะได้รวบรวมเป็นทะเบียนคือทุกเวลา
02:16:00-02:16:15,นะครับก็ไปทำรายชื่อมาแล้วก็แจ้งมาให้ทราบนะฮะจะได้รู้ว่าใครเป็นอ่าสมาชิกกิติมศักดิ์นะครับเพราะเดี๋ยวในอนาคตนะฮะที่ผมจะเสนอต่อไปก็คือว่าเดี๋ยวจะต้องมีอ่าเว็บไซต์นะฮะ
02:16:15-02:16:30,เพจเพจของรายวิทยาลัยเพจอ่ารายวิทยาลัยเศรษฐกรรมนะแห่งประเทศไทยอยู่แล้วในนั้นก็จะมีแต่ละวิทยาลัยอยู่แล้วก็มันโครงสร้างแต่วิทยาลัยก็จะอยู่ในนั้นด้วยนะว่าใครเป็นที่ปรึกษาใครเป็นคณะกรรมการแล้วก็มีบ่อ
02:16:30-02:16:45,ใหญ่ของราชวิทยาลัยมันต้องมีเว็บไซต์ตรงเนี้ยซึ่งมันครอบคลุมหมดจะรู้ว่าใครเป็นใครได้รับการอนุมัติหรือไม่อนุมัตินะครับโอเคค่ะเชิญท่านอาจารย์สุรสิทธิ์ค่ะ
02:16:45-02:17:00,ก็คือในส่วนของสมาชิกวิสามันนะครับที่ขอผมเสนอว่าในส่วนของข้อสามนะครับอันนี้มันน่าจะเขียนเป็นว่าอยู่ระหว่างการฝึกอบรมหลักส่วนปฏิบัติของวิรัยต่างดีไหมครับคือคือถ้าเขาเป็นคนที่อยู่ระหว่าง
02:17:00-02:17:15,การฝึกอบรมก็เป็นสมาชิกวิสามันของเราก็คือให้มาสมัครแล้วนะครับส่วนคนที่เขาจะมาอนุมัติบัตรเดี๋ยวพอเขาสอบบัตรเขาก็จะกลายเป็นสมาชิกสามันแล้วอะครับแล้วแล้วแล้วเขาเขาจำเป็นไหมครับที่เขาต้องมาสมัคร
02:17:15-02:17:30,วิสามันก่อนแล้วก็ค่อยไปสอบนวัดบัตรพอสอบผ่านก็กลายเป็นสามัญแต่ถ้าไม่ผ่านก็เป็นวิสามันอย่างนี้แหละครับผมก็เลยมองว่าอันเนี้ยถ้าวัตถุประสงค์มองว่าคนที่จะเป็นสมาชิกวิสามันคือคนที่กำลังเรียนอยู่เนี่ยก็น่าจะเป็นก่อน
02:17:30-02:17:45,กรณีที่อยู่ระหว่างการฝึกอบรมหลักศูนย์ปฏิบัติของวิรัยต่างนะครับอาจารย์ครับมันไม่เป็นมันก็น่าจะได้นะถ้าดูจากสิ่งก็เลยผมก็เลยรู้สึกว่าวงเล็บหนึ่งสองอ่ะแปลว่าพอเป็นเพศัตริย์อ่ะเขาก็เป็นสมาชิกเอ่อวิสามัน
02:17:45-02:18:00,ถูกไหมคะเพียงแต่ว่าเพียงแต่ว่าไอ้ตอนที่ตอนแรกเรากำหนดวงเล็บสามอ่ะมันไปกำหนดว่าสองปีแล้วก็สำหรับการสมัครวุฒิบัตรตรงเนี้ยเราจะไม่ไม่ไม่ฟิกก็แปลว่าสมมุติว่าเขา
02:18:00-02:18:15,เพิ่งจบแล้วเขาเข้ามาเรียนจะเป็นผู้ที่อยู่ระหว่างเรียนหรือไม่เรียนก็ได้ก็น่าจะเป็นสมาชิกวิสามันไหมคะอาจารย์
02:18:15-02:18:30,อันนี้เราวัตถุประสงค์เราอยากให้คนที่จะกำลังเรียนสูตรวิธีบัตรหรือเปล่าอันนี้อาจจะต้องต้องตีความนิดหนึ่งอ่าเรียนท่านประธานครับเรียนอาจารย์สุริสิทธิ์ครับหน้าที่มันเป็นอย่างงี้อาจารย์หลุกคือมัน
02:18:30-02:18:45,มีหน้าที่ข้อแรกอ่ะคืออาจจะยังไม่ได้เข้ามาเรียนแต่เป็นเข้าร่วมกิจกรรมไงแต่ถ้าเราไม่มีไม่ได้ให้เขาเป็นอย่างนี้มันก็จะไม่มีสิทธิ์และหน้าที่ในเรื่องของการเข้าร่วมกิจกรรมของราชวิรัยเช่นการเราจัดอบรมวิชาการอะไรอย่างนี้ค่ะอาจารย์
02:18:45-02:19:00,แต่ถ้าข้อสองข้อสามคือคนที่เข้ามาเรียนกับข้อสามคือคนที่จะสอบคนที่จะเพื่อขอรับหนังสืออนุมัติหรือวุฒิบัตรค่ะ
02:19:00-02:19:15,ก็เป็นวิสามันเหมือนเดิม
02:19:15-02:19:30,เหมือนเมื่อกี้กิติมศักดิ์เนี่ยก็คือเดี๋ยวคราวหน้าให้แต่ละวิทยาลัยยื่นชื่อมานะคะเพราะจริงจริงโดยหลักก็คือเราต้องแต่งตั้งเขาอยู่แล้วนะคะเป็นสมาชิกกิติมศักดิ์นะคะเพียงแต่ว่าเราอยากได้เป็นรายชื่อ
02:19:30-02:19:45,งั้นตรงระเบียบนี้มีใครอยากแก้ไขอะไรอีกไหมคะ
02:19:45-02:20:00,ในบทเฉพาะการเอาไว้ว่าสมาชิกสามัญของวิรัยต่างต่างให้เป็นสมาชิกสามัญของราชวิรัยตามข้อบังคับนี้อันนี้เข้าใจนะครับแล้วก็มันมีเขียนอันหนึ่งว่าสมาชิกสามัญจะต้องเป็นผู้ที่ได้
02:20:00-02:20:15,สามัญสามัญของร่ายวิรัยนะครับ จะต้องเป็นผู้ที่ได้รับสื่ออนุมัติบัตร ทีนี้ถ้าเราย้อนกลับไปดูวิรัยต่างต่างเนี่ยจะมีสมาชิกสามัญส่วนที่ไม่ได้หนังสืออนุมัติบัตรเขาจะโอนมาได้ไหมครับ
02:20:15-02:20:30,คือหลักการของข้อบังคับใหม่คือของเดิมเป็นอะไรก็โอนมาให้หมดแต่เพียงแค่สิทธิและอะไรของแต่ละคนมันจะต่างตามดีแค่นี้เองนะฮะถ้าบอกว่าแต่เดิมเป็นสมาชิกสัม
02:20:30-02:20:45,นะฮะแต่ยังไม่ได้หนังสืออนุมัติก็ยังเป็นกรรมการไม่ได้จนกว่าจะได้แค่นั้นเองแต่ก็เป็นสมาชิกสามัญมีสิทธิ์เลือกตั้งกรรมการอะไรแค่นั้นเองนะฮะไม่ลดทอนสิทธิ์คนเดิมที่ได้อยู่แล้วทั้งหมดนะฮะ
02:20:45-02:21:00,พระเอิญอย่างนี้ครับ พี่กิติพระเอิญไปเขียนตรงประเภทของสมาชิกของราชวิรัยว่ามี 3 ประเภท แล้วก็ประเภทสามัญเขียนล็อกไว้ด้วยว่าต้องเป็นผู้ได้รับหนังสืออนุมัติบัตรนะครับ
02:21:00-02:21:15,สินค้า เป็น สินค้า ดังกล่าว คือ สินค้า ดังกล่าว คือ สินค้า ดังกล่าว คือ สินค้า ดังกล่าว คือ สินค้า ดังกล่าว คือ สินค้า ดังกล่าว คือ สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้า สินค้
02:21:15-02:21:30,ก็จริงจริงอันนี้ก็ถ้าแก้ปัญหาง่ายง่ายก็คือท่านนายกก็สรุปว่า
02:21:30-02:21:45,คนเดิมที่เป็นสมาชิกสามัญก็ให้เป็นสมาชิกอยู่นี่คืองดงดเรื่องกลายเป็นเป็นได้รับหนังสืออนุมัติวิธีบัตรไว้ได้เฉพาะที่เคยเป็นมาแต่ว่าสิทธิ์อะไรก็ให้ใช้ตามข้อบังคับใหม่นี้แค่นั้นเองครับ
02:21:45-02:22:00,นะจะได้ไม่มีประเด็นอะไรที่
02:22:00-02:22:15,มีสิทธิ์ตามข้อบังคับเดิมเนี่ยในตัวข้อบังคับราชวิไลย์เขียนบทเฉพาะการคลุมไว้ให้อยู่แล้วนะครับอยู่ในข้อใช่เมื่อเมื่อสักครู่ข้อสามข้อสามสิบห้าเนี่ยสำหรับสมาชิกกิติมศักดิ
02:22:15-02:22:30,คุมไว้ให้แต่เดี๋ยวให้มิ้งจอยเปิดตัวข้อบังคับหน้า 10 หน้า 10 ในเอกสารหน้า 10
02:22:30-02:22:45,ในข้อบังคับสภาบัยกรรมว่าด้วยราชวิรัยเนี่ยให้สมาชิกสามัญของวิรัยทุกวอร์ที่มีอยู่ก่อนนะครับเป็นสมาชิกสามัญตามข้อบังคับนี้ดังนั้นมันโยกมาหมดแล้วครับ
02:22:45-02:23:00,อันนี้อันนี้ทราบครับว่าโยกมาหมดเลยแต่เพราะเอิญถ้าลองไปเปิดดูอีกข้อหนึ่งอ่ะครับข้อสมาชิกสามัญในข้อบังคับเนี้ยครับมันไปเขียนล็อกก็เลยก็เลยจะเป็นปัญหาผมก็เลยเห็นด้วย
02:23:00-02:23:15,กับพี่กิฟตี้นะครับอาจจะต้องใช้ช่องนั้นแทนครับเป็นข้อสิบเอ็ดนะครับที่บอกว่ามีสามประเภทนะครับหน้าหกครับ
02:23:15-02:23:30,ตรงนี้ครับเขียนว่าเพศสัตว์และเป็นผู้ที่ปฏิบัติงานนะอยู่ระหว่างกัน
02:23:30-02:23:45,การฝึกอบรมสอบหรือรับวุฒิบัติหรือหนังสืออนุมัติบัติแสดงความรู้ในการประกอบวิชาชีพไม่โทษทีสามัญอยู่ข้างบนเป็นผู้ที่เป็นสมาชิกสภาเพศัตริย์และเป็นผู้ที่มีคุณสมบัติได้รับหนังสือ
02:23:45-02:24:00,มัดบัตรนะแล้วก็ทุกอันทุกสาขาเนอะนะคะอันนี้เท่ากับเป็นคุณสมบัติหลักการใหม่ว่าเป็นอย่างนี้นะครับแต่มันจะมีบทเฉพาะการเฉพาะการก็คือใครที่เป็นแต่เดิม
02:24:00-02:24:15,ที่ไม่เข้าคุณสมบัตินี้ก็เป็นตามนี้ได้แค่นั้นเอง
02:24:15-02:24:30,คุณเจมส์เนี่ยเห็นว่าทางสภานี้มีหลายชื่อครบแล้วใช่ไหมว่าใครว่าตลาดวิทยาลัยเนี่ยมีสมาชิกสามันท่านใดบ้างกิติมศักดิ์ท่านใดบ้างใช่ถูกไหมที่เคยให้จัดอ่าค่ะโอเคค่ะแต่ก็สามารถทำได้เลยอยู่แล้วใช่ค่ะใช่ค่ะ
02:24:30-02:24:45,ถูกต้องค่ะนะคะนอกจากมีอย่างที่เมื่อกี้ถามเรื่องทะเบียนนะคะนอกจากมีทะเบียนที่เราไปทำแยกเราก็อาจจะขออนุญาตรีไวนะคะอาจารย์ค่ะจะได้อัปเดตนะคะ
02:24:45-02:25:00,ร่างระเบียบราชวิทยาลัยว่าด้วยการเป็นสมาชิกแล้วก็การพ้นสมาชิกนะคะแล้วก็สิทธิหน้าที่มีอะไรอยากแก้ไขเพิ่มเติมไหมคะ
02:25:00-02:25:15,นี่ก็เดี๋ยวปรับปรับแก้แล้วก็จะได้ดำเนินการต่อจะได้ทำเรื่องประกาศต่อไปนะใช่ค่ะเจมส์เขาจะพาก่อนนะใช่เขาเดือนหน้าแล้วก็ประกาศฉะนั้นขออนุญาตอ่าไปที่สี่จุดห้าร่างระเบียบนะคะในเรื่องของ
02:25:15-02:25:30,ค่าจดทะเบียนค่าบำรุงสมาชิกค่าธรรมเนียมต่างต่างของราชวิทยาลัยค่ะค่ะเชิญค่ะครับขออนุญาตครับเป็นตัวตัวร่างระเบียบด้วยค่าจดทะเบียนค่าบำรุงค่าธรรมเนียมต่างต่างของราชวิทยาลัย
02:25:30-02:25:45,คือคอนเซ็ปต์เนี่ยตัวเลขเดี๋ยวเรียนทุกท่านครับตัวเลขเนี่ยผมเอาเทียบดูกับตัวเลขที่แต่ละวอลไปประกาศกำหนดแล้วเอาเอามาเอามาเทียบดูซึ่งจะเหมือนกันเกือบทุกวอก็คือตัวค่าสมัครเข้าสอบ
02:25:45-02:26:00,"สื่อนุมัติเนี่ย 2,000 บาทค่าขึ้นทะเบียนเป็นสมาชิกวิสามัน 1,000 บาทค่าขึ้นทะเบียนเป็นสมาชิกสามัน 1,500 บาทค่าบำรุงสมาชิกวิสามันราย 5 ปี 1,000 บาทค่าบำรุงสมาชิกสามันราย 5 ปี 1,500 บาทและค่าทำ"
02:26:00-02:26:15,การออกหนังสือรับรองต่างต่างฉบับละ 300 บาทอันนี้เป็นตัวเลขที่แต่ละวอเท่าที่ดูของชุมชนเศรษฐกิจอุตสาหการอ่าน่าจะตรงกันหมดวอหลังหลังสมุนไพรก็เลยเอามาเป็นตัว
02:26:15-02:26:30,โครงร่างฉบับนี้ก็เสนอที่ประชุมเพื่อพินาว่ามันยังยังเป็นตัวเลขนี้ได้ไหมแต่ตัวแรกนี้มันอยู่ในข้อบังคับเราแก้ได้ไหมเราแก้ไม่ได้ไม่ไม่ถามว่าจริงมันไปอยู่ในข้อบังคับ
02:26:30-02:26:45,ก็มีค่ะข้อบังคับเหมือนข้อบังคับก็จะมีอยู่ตรงหน้าท้ายท้ายอ่าซึ่งเป็นตัวท้ายข้อบังคับใช่ครับเป็นตัวท้ายคือล็อกมาเลยแต่ใช่มันล็อกมาห่างมันก็เลยทำให้เรายังแก้อะไรไม่ได้ครับแต่ว่าถ้าถ้า
02:26:45-02:27:00,ถ้าอนาคตแต่ละวอร์มีการเรียกเก็บค่าธรรมเนียมที่ต่างไปจากนี้เนี่ยก็เลยเสนอตัวร่างข้อ 5 และข้อ 6 มาสำหรับค่าธรรมเนียมการสูบลมนะครับเป็นผู้มีความรู้ความชำนาญให้เป็น
02:27:00-02:27:15,ตามวิรัยเฉพาะสาขาต่างต่างประกาศกำหนดนะครับแล้วก็ค่าธรรมเนียมการเข้าร่วมประชุมวิชาการฝึกรวมอื่นอื่นกิจกรรมต่างต่างของราชวิรัยอเมริกาแห่งประเทศแห่งประเทศไทยเนี่ยก็ให้เป็นไปตามที่ประกาศกำหนดเฉพาะเรื่องนั้นคือเปิดเปิดเพิ่ม
02:27:15-02:27:30,ค่าหนึ่งที่เราแบ่งคอร์สเป็น 4 เดือนนี่แหละนะคะที่แต่จริงตอนนี้เราไปเอาตามประกาศสภาก็คือเรื่องประกาศนิยบัตรนะคะที่กำหนดให้เวลาขอเนี่ยเป็น 500 บาทแต่ละช็อตคอร์สอ่ะหมายถึงค่าตัวประกาศ
02:27:30-02:27:45,ใช่ไหมครับอันนั้นก็ต้องไปเป็นของสภาอันนั้นไปตามระเบียบสภาซึ่งไม่มีอยู่ในนี้นะคะขออนุญาตถามหน่อยอย่างตอนเนี้ยมันมีคนเป็นสมาชิกสามัญคือยาโยกมาหมดเนอะเพราะว่าเรานับโยกมาปุ๊บอีกห้าปีค่อยเก็บใช่ไหม
02:27:45-02:28:00,แล้วมันก็ต้องมีวันนับพร้อมกันใช่ไหมดีเดย์พร้อมกันว่านับนับ 5 ปีคือจะนับตั้งแต่หรือเรานับเป็นปีไม่ต้องนับเป็นเดือนวุ่นวายนับจบปีปฏิทินไหมปีนี้ฟรีไปก่อนแล้วเริ่มนับ 6970
02:28:00-02:28:15,จะหนึ่งร้อยแล้วสี่อะไรอย่างเงี้ยไม่รู้ได้ไหมนะใช่ไหมถูกไหมไม่คือเราอยากให้มันเริ่มใหม่ไงถ้าอย่างงั้นแปลว่าสมมุติว่าเรา
02:28:15-02:28:30,เริ่มนับใหม่ทุกคนก็ต้องเสียเงินไหมไม่อีกแค่ปีเพื่อให้เสียไงอ๋ออันเก่าไม่ได้เสียเลยนะอันนี้เราต้องเพราะว่าเราบอกว่าทุกคนที่เป็นสามัญในปัจจุบันจะย้ายกลับมาเป็นสามัญหมดไงก็ถือว่ายังไม่เก็บก่อน
02:28:30-02:28:45,แล้วอีกห้าปีค่อยเก็บอืมน่าจะมีแรงต้านน้อยกว่านะปีลืมไปแล้วอะไรนะน้องน้ำนี่อยู่ไม่ใช่หมายความว่าคงจะลืมไปแล้วหมายความว่าลืมไปแล้วป่านั้นนะฮะ
02:28:45-02:29:00,ไม่แต่ว่าในระบบที่อาจารย์สุนีจะทำก็ต้องกำหนดวันหมดอายุไงต้องใส่วันหมดอายุเอาไว้
02:29:00-02:29:15,ค่าขึ้นทะเบียนพวกเราอ่ะเราจ่ายให้กับสภาเพจกรรมไปแล้วนะวันที่เราขึ้นทะเบียนนะคะเพราะฉะนั้นเนี่ยพี่ก็เสนอประเด็นนึงก็คือว่าค่าขึ้นทะเบียนที่พวกเราขึ้นไปแล้วอ่ะถ้าเราโอนมาราชวิรัยอ่ะก็เอาจำนวนคน
02:29:15-02:29:30,ของพวกเราอ่ะคูณกับจำนวนสองพันบาทแล้วก็ให้เป็นเงินประเดิมราชวิรัยอันนี้ประเด็นที่หนึ่งนะคะประเด็นที่สองก็คือว่าพี่เสนอแบบอาจารย์ปริชาค่ะว่าเราอาจจะต้องนับเริ่มต้นนะคะในการที่จะเสียค่าบำรุง
02:29:30-02:29:45,มาชิกเนี่ยก็คืออาจจะต้องนับเริ่มต้นอาจจะจะนับเริ่มต้นของ 1 มกราปีนี้แล้วก็จบ 1 มกราแล้วก็มีไทม์ไลน์ที่ให้คล้ายคล้ายกับอาจจะจ่ายล่วงหน้าก่อนล่วงหน้า
02:29:45-02:30:00,สักเอ่อหกสิบวันหรืออะไรอย่างเงี้ยก็ได้อะไรอย่างเงี้ยค่ะก็ก็เสนอแบบเนี้ยค่ะแต่เอาจริงถ้าเรามองว่ามันเข้าสู่ของราชวิทยาลัยอ่ะสตาร์ทของราชวิทยาลัยที่พร้อมอ่ะมันน่าจะเป็นเหมือนกับเรา
02:30:00-02:30:15,เหมือนเราสมัครราชวิรัยไหมกับการเปิดคือจริงเห็นด้วยว่าถ้าจะพิจารณาก็ค่าบำรุงนี่แหละที่พิจารณาห้าปีข้างหน้าแต่ว่าค่าขึ้น
02:30:15-02:30:30,ทะเบียนอะไรเขาเป็นสมาชิกอยู่แล้วอ่ะไม่ต้องไปเก็บอ่าแค่นั้นแหละเก็บเนี่ยเก็บค่าบำรุงค่าบำรุงอีกห้าปีข้างหน้าก็ให้เก็บก็คืออาจจะเริ่มเริ่มตั้งแต่หนึ่งมกราคมเป็นต้นไปมันจะมันจะจำง่ายด้วยแล้วก็เริ่มก็คือหนึ่งมกราคมก็คืออ่า
02:30:30-02:30:45,หลังจากที่เราใช่ไหมเราก็บอกว่าโอเคเราจะเริ่มนะ 1 มกราคมเนี่ยก็คือเราเก็บค่าค่าบำรุงแค่นั้นเองแต่ถ้าสมาชิกไม่ต้องแล้วถ้าสมาชิกก็คือโอนถ่ายมาแล้วจบแล้ว
02:30:45-02:31:00,อืมมันก็จะสมเหตุสมผลอืมโอเคครับก็ตามนี้ทีมนี้อย่าลืมนะคะเดี๋ยวสภาออกไปก่อนแล้ว
02:31:00-02:31:15,เวลาไปเก็บหมายความว่าพี่จะไปเก็บอีกตอนห้าปีถูกไหมคะปีนี้ไม่เก็บไม่พี่เพราะฉะนั้นเราถึงต้องทำระบบไงระบบทะเบียนที่พี่มีพูดอ่ะก็ต้องมีแบบไม่ตอนแรกอ่ะมองมองอย่างงี้มองว่าร่างมีอะไร
02:31:15-02:31:30,มันถูกสตาร์ทถ้าถามว่าถ้าเรามองว่าเราสตาร์ทเนอะเราทำทะเบียนทุกสิ่งทุกอย่างเสร็จปี 60 แล้วกัน 1 มกรา 60 อย่างนี้ค่ะ
02:31:30-02:31:45,อย่างเงี้ยเราก็จะนับเขาง่ายสำหรับการทำทะเบียนแต่ถ้าเราไปบอกว่าปีนี้เราไม่เก็บแล้วแล้วเราไปบอกคนข้างหน้าอีกห้าปีนะคุณอย่าลืมเก็บอะไรอย่างเงี้ยมันอาจจะงงได้เหมือนกันแค่นั้นเองล่ะค่ะสำหรับการสตาร์ทนะคะเพราะว่า
02:31:45-02:32:00,เวลาที่เขาเก็บสมาชิกส่วนใหญ่มันคือการสตาร์ทอ่ะยกเว้นเราเราทำขึ้นมาแล้วเราบอกว่าเราสตาร์ทว่าเขาอ่ะจ่ายแล้วไปเลยอย่างนั้นอ่ะก็คือเรื่องเว็บก็อีกเรื่องหนึ่งค่ะ
02:32:00-02:32:15,นี่แหละจ่ายแล้วก็ไปอีก 5 ปีใช่ก็ต้องกำหนดว่าสตาร์ทแล้วใช่นั่นแหละใช่เพราะบางวิทยาลัยเนี่ยเขาอาจจะจ่ายเมื่อปีที่แล้วก็ได้นะนึกออกไหมครับคราวนี้ถ้าเกิดเรา 5 ปีเนี่ยเขาก็จะรู้สึกว่าเออ
02:32:15-02:32:30,เหมือนได้กำไรอีกปีแต่เราควรจะสตาร์ทนะปี 68 นี่แหละคำหมายก็คือสตาร์ทอาจจะสตาร์ทเป็นไอ้นี่ก็ได้ค่ะวันเกิดสภาไหมพี่สตาร์ททุกคน
02:32:30-02:32:45,มีแค่เวียรัยถ้าคิดว่าค่าบำรุงเนี่ยมีแค่เวียรัยเดิมแค่นั้นแหละของใหม่ยังไม่ถึง 5 ปีฉะนั้นเขาก็ไม่ได้เก็บเขาก็จะกำไรคือไปยาวขึ้นอีก 23 ปีแต่มีแค่
02:32:45-02:33:00,ตัดบำบัดเก็บหรือเปล่าค่าบำรุงเนี่ยแต่เดิมอ่ะเก็บหรือเปล่าอ่าแบบนี้ก็ก็ห้าปีข้างหน้าทั้งหมดแหละก็จบก็ห้าปีข้างหน้าแหละจบ
02:33:00-02:33:15,มกราเลยเพราะว่าไอ้ 1 มกราเนี่ยไม่มีไปประกอบด้วยเดี๋ยวถึงเวลาต้องรีนิวเนี่ยก็อักเลือดชนกันทั้งใบประกอบทั้งวุฒิบัตรอ่ะขยับให้มันห่างกันหน่อยสมมุติว่าเราบอกว่าเราสตาร์ทเนี่ยเนาะ 68 เนี่ยเราทำพร้อมอ่ะ
02:33:15-02:33:30,อะไรอย่างเงี้ยเราก็สตาร์ทแต่เราไม่ได้เก็บเขาอยู่แล้วไงคะแต่เราต้องสตาร์ทว่าทุกคนอ่ะขึ้นทะเบียนอ่าแต่เวฟเพราะฉะนั้นทุกคนอ่ะไม่ว่าจะเป็นเมื่อปีที่แล้วยังไงก็ได้ประโยชน์เกินห้าปีอยู่แล้วแหละ
